編號,韓文,羅馬拼音,中文,英文,漢語拼音,IPA音標,類別,詞性
1116,제일,jeil,第一,The first,dìyī,ʨe.il.,Hanja,名詞
1117,지역,jiyeok,地域,"An area, region",dìyù,ʨi.jʌk̚.,Hanja,名詞
1118,지옥,jiok,地獄,hell,dìyù,ʨi.ok̚.,Hanja,名詞
1119,지진,jijin,地震,Earthquake,dìzhèn,ʨi.ʥin.,Hanja,名詞
1120,제정,jejeong,帝政,imperial government,dìzhèng,ʨe.ʥʌŋ.,Hanja,名詞
1121,지정학,jijeonghak,地政學,Geography,dìzhèngxué,ʨi.ʥʌŋ.hak̚.,Hanja,名詞
1122,지지,jiji,地誌,"support,backing",dìzhì,ʨi.ʥi.,Hanja,名詞
1123,지중해,jijunghae,地中海,Mediterranean,dìzhōnghǎi,ʨi.ʥuŋ.hɛ.,Hanja,名詞
1124,지주,jiju,地主,landowner,dìzhǔ,ʨi.ʥu.,Hanja,名詞
1125,제자,jeja,弟子,A disciple,dìzǐ,ʨe.ʥa.,Hanja,名詞
1126,지조,jijo,地租,ground rent,dìzū,ʨi.ʥo.,Hanja,名詞
1127,동사,dongsa,動詞,verb,dòngcí,toŋ.sa.,Hanja,名詞
1128,동계,donggye,動悸,palpitation,dòngjì,toŋ.ɡje.,Hanja,名詞
1129,동기,donggi,動機,motivation,dòngjī,toŋ.ɡi.,Hanja,名詞
1130,동경,donggyeong,東京,Tokyo,dōngjīng,toŋ.ɡjʌŋ.,Hanja,名詞
1131,도쿄발,dokyobal,東京發,From Tokyo,dōngjīngfā,to.kʰjo.bal.,Hanja,名詞
1132,동굴,donggul,洞窟,cave,dòngkū,toŋ.ɡul.,Hanja,名詞
1133,동력,dongryeok,動力,motivation,dònglì,toŋ.njʌk̚.,Hanja,名詞
1134,동란,dongran,動亂,unrest,dòngluàn,toŋ.nan.,Hanja,名詞
1135,동맥,dongmaek,動脈,artery,dòngmài,toŋ.mɛk̚.,Hanja,名詞
1136,동면,dongmyeon,冬眠,hibernation,dōngmián,toŋ.mjʌn.,Hanja,名詞
1137,동명사,dongmyeongsa,動名詞,gerund,dòngmíngcí,toŋ.mjʌŋ.sa.,Hanja,名詞
1138,동상,dongsang,凍傷,Frostbite,dòngshāng,toŋ.saŋ.,Hanja,名詞
1139,동석,dongseok,凍石,frozen stone,dòngshí,toŋ.sʌk̚.,Hanja,名詞
1140,동물,dongmul,動物,animals,dòngwù,toŋ.mul.,Hanja,名詞
1141,동물숭배,dongmulsungbae,動物崇拜,animal worship,dòngwùchóngbài,toŋ.mul.s͈uŋ.bɛ.,Hanja,名詞
1142,동물원,dongmulwon,動物園,zoo,dòngwùyuán,toŋ.muɾ.u̯ʌn.,Hanja,名詞
1143,동양풍,dongyangpung,東洋風,Oriental style,dōngyángfēng,toŋ.jaŋ.pʰuŋ.,Hanja,名詞
1144,동요,dongyo,動搖,waver,dòngyáo,toŋ.jo.,Hanja,名詞
1145,동인도,dongindo,東印度,east india,dōngyìndù,toŋ.in.do.,Hanja,名詞
1146,동원,dongwon,動員,Mobilize,dòngyuán,toŋ.u̯ʌn.,Hanja,名詞
1147,동작,dongjak,動作,action,dòngzuò,toŋ.ʥak̚.,Hanja,名詞
1148,도대체,dodaeche,都大體,"In the world, on earth",dōudàtǐ,to.dɛ.ʨʰe.,Hanja,副詞
1149,도회,dohoe,都會,Metropolis,dōuhuì,to.ɦu̯e.,Hanja,名詞
1150,투계,tugye,鬪雞,Chicken,dòujī,tʰu.ɡje.,Hanja,名詞
1151,투사,tusa,鬪士,Shishi,dòushì,tʰu.sʰa.,Hanja,名詞
1152,도심,dosim,都心,The heart of the city,dōuxīn,to.ɕʰim.,Hanja,名詞
1153,투쟁,tujaeng,鬪爭,fight,dòuzhēng,tʰu.ʥɛŋ.,Hanja,名詞
1154,단파,danpa,短波,short wave,duǎnbō,tam.pʰa.,Hanja,名詞
1155,단도,dando,短刀,Short sword,duǎndāo,tan.do.,Hanja,名詞
1156,단점,danjeom,短點,A weak point,duǎndiǎn,tan.ʥʌm.,Hanja,名詞
1157,단계,dangye,段階,"A step, phase",duànjiē,taŋ.ɡje.,Hanja,名詞
1158,단락,danrak,段落,paragraph,duànluò,tal.lak̚.,Hanja,名詞
1159,단면,danmyeon,斷面,Section,duànmiàn,tam.mjʌn.,Hanja,名詞
1160,단편,danpyeon,斷片,"A piece, fragment",duànpiàn,tam.pʰjʌn.,Hanja,名詞
1161,단편,danpyeon,短篇,"A piece, fragment",duǎnpiān,tam.pʰjʌn.,Hanja,名詞
1162,단식,dansik,斷食,Fasting,duànshí,tan.ɕʰik̚.,Hanja,名詞
1163,단축,danchuk,短縮,shorten,duǎnsuō,tan.ʨʰuk̚.,Hanja,名詞
1164,단두대,dandudae,斷頭臺,Guillotine,duàntóutái,tan.du.dɛ.,Hanja,名詞
1165,단화,danhwa,短靴,short boots,duǎnxuē,tan.hu̯a.,Hanja,名詞
1166,단언,daneon,斷言,assert,duànyán,tan.ʌn.,Hanja,名詞
1167,독본,dokbon,讀本,Reader,dúběn,tok̚.p͈on.,Hanja,名詞
1168,도박,dobak,賭博,Gambling,dǔbó,to.bak̚.,Hanja,名詞
1169,독재적,dokjaejeok,獨裁的,autocratic,dúcáide·,tok̚.ʨ͈ɛ.ʥʌk̚.,Hanja,名詞
1170,독재자,dokjaeja,獨裁者,dictator,dúcáizhě,tok̚.ʨ͈ɛ.ʥa.,Hanja,名詞
1171,독창적,dokchangjeok,獨創的,Original,dúchuàngde·,tok̚.ʨʰaŋ.ʥʌk̚.,Hanja,名詞
1172,독감,dokgam,毒感,Influenza,dúgǎn,tok̚.k͈am.,Hanja,名詞
1173,대비,daebi,對備,"Provision, preparation",duìbèi,tɛ.bi.,Hanja,名詞
1174,대책,daechaek,對策,Countermeasure,duìcè,tɛ.ʨʰɛk̚.,Hanja,名詞
1175,대처,daecheo,對處,Opposite,duìchù,tɛ.ʨʰʌ.,Hanja,名詞
1176,대답,daedap,對答,An answer,duìdá,tɛ.dap̚.,Hanja,名詞
1177,퇴비,toebi,堆肥,Compost,duīféi,tʰu̯e.bi.,Hanja,名詞
1178,대화,daehwa,對話,Conversation,duìhuà,tɛ.ɦu̯a.,Hanja,名詞
1179,대화자,daehwaja,對話者,interlocutor,duìhuàzhě,tɛ.ɦu̯a.ʥa.,Hanja,名詞
1180,대결,daegyeol,對決,duel,duìjué,tɛ.ɡjʌl.,Hanja,名詞
1181,대항,daehang,對抗,Confrontation,duìkàng,tɛ.ɦaŋ.,Hanja,名詞
1182,대립,daerip,對立,Opposition,duìlì,tɛ.ɾip̚.,Hanja,名詞
1183,대수,daesu,對數,Logarithm,duìshù,tɛ.sʰu.,Hanja,名詞
1184,대위법,daewibeop,對位法,Counterpoint,duìwèifǎ,tɛ.ɥi.bʌp̚.,Hanja,名詞
1185,대응,daeeung,對應,"Confrontation, opposition",duìyìng,tɛ.ɯŋ.,Hanja,名詞
1186,대조,daejo,對照,control,duìzhào,tɛ.ʥo.,Hanja,名詞
1187,대척적,daecheokjeok,對蹠的,antiplantar,duìzhíde·,tɛ.ʨʰʌk̚.ʨ͈ʌk̚.,Hanja,名詞
1188,독거,dokgeo,獨居,Living alone,dújū,tok̚.k͈ʌ.,Hanja,名詞
1189,독립,dokrip,獨立,Independence,dúlì,toŋ.nip̚.,Hanja,名詞
1190,독립국가,dokripgukga,獨立國家,independent country,dúlìguójiā,toŋ.nip̚.k͈uk̚.k͈a.,Hanja,名詞
1191,둔감,dungam,鈍感,Insensitive,dùngǎn,tuŋ.ɡam.,Hanja,名詞
1192,다변,dabyeon,多辯,Argument more,duōbiàn,ta.bjʌn.,Hanja,名詞
1193,다도해,dadohae,多島海,multi-island sea,duōdǎohǎi,ta.do.ɦɛ.,Hanja,名詞
1194,다각적,dagakjeok,多角的,polygonal,duōjiǎode·,ta.ɡak̚.ʨ͈ʌk̚.,Hanja,名詞
1195,다각형,dagakhyeong,多角形,Polygon,duōjiǎoxíng,ta.ɡa.kʰjʌŋ.,Hanja,名詞
1196,다공성,dagongseong,多孔性,porosity,duōkǒngxìng,ta.ɡoŋ.sʌŋ.,Hanja,名詞
1197,타력,taryeok,惰力,inertia,duòlì,tʰa.ɾjʌk̚.,Hanja,名詞
1198,타락,tarak,墮落,"depravity,corruption,degradation",duòluò,tʰa.ɾak̚.,Hanja,名詞
1199,다모작,damojak,多毛作,Hairy work,duōmáozuò,ta.mo.ʥak̚.,Hanja,名詞
1200,다능,daneung,多能,Multipotent,duōnéng,ta.nɯŋ.,Hanja,名詞
1201,다년간,danyeongan,多年間,over the years,duōniánjiān,ta.njʌŋ.ɡan.,Hanja,名詞
1202,다정,dajeong,多情,Passionate,duōqíng,ta.ʥʌŋ.,Hanja,名詞
1203,탈취,talchwi,奪取,seize,duóqǔ,tʰal.ʨʰɥi.,Hanja,名詞
1204,다소,daso,多少,"1) Large and small, 2) more or less",duōshǎo,ta.sʰo.,Hanja,副詞
1205,타수,tasu,舵手,helmsman,duòshǒu,tʰa.sʰu.,Hanja,名詞
1206,다수,dasu,多數,A great number,duōshù,ta.sʰu.,Hanja,名詞
1207,타성,taseong,惰性,inertia,duòxìng,tʰa.sʰʌŋ.,Hanja,名詞
1208,다행,dahaeng,多幸,Good luck,duōxìng,ta.ɦɛŋ.,Hanja,名詞
1209,악취,akchwi,惡臭,stench,èchòu,ak̚.ʨʰɥi.,Hanja,名詞
1210,악당,akdang,惡黨,evil party,èdǎng,ak̚.t͈aŋ.,Hanja,名詞
1211,악감정,akgamjeong,惡感情,bad feelings,ègǎnqíng,ak̚.k͈am.ʥʌŋ.,Hanja,名詞
1212,오한,ohan,惡寒,Aversion to cold,èhán,o.ɦan.,Hanja,名詞
1213,악한,akhan,惡漢,villain,èhàn,a.kʰan.,Hanja,名詞
1214,악화,akhwa,惡化,worsen,èhuà,a.kʰu̯a.,Hanja,名詞
1215,악몽,akmong,惡夢,Nightmare,èmèng,aŋ.moŋ.,Hanja,名詞
1216,악마,akma,惡魔,devil,èmó,aŋ.ma.,Hanja,名詞
1217,은혜,eunhye,恩惠,favor,ēnhuì,ɯn.hje.,Hanja,名詞
1218,은인,eunin,恩人,benefactor,ēnrén,ɯn.in.,Hanja,名詞
1219,은사,eunsa,恩赦,pardon,ēnshè,ɯn.sa.,Hanja,名詞
1220,은아,euna,恩雅,Enya,ēnyǎ,ɯn.a.,Hanja,名詞
1221,악평,akpyeong,惡評,bad reviews,èpíng,ak̚.pʰjʌŋ.,Hanja,名詞
1222,이백,ibaek,二百,two hundred,èr'bǎi,i.bɛk̚.,Hanja,名詞
1223,이천이,icheoni,二千二,two thousand two,èr'qiānèr',i.ʨʰʌn.i.,Hanja,名詞
1224,이천만,icheonman,二千萬,Twenty million,èr'qiānwàn,i.ʨʰʌm.man.,Hanja,名詞
1225,이천일,icheonil,二千一,two thousand one,èr'qiānyī,i.ʨʰʌn.il.,Hanja,名詞
1226,이인실,iinsil,二人室,Double room,èr'rénshì,i.in.ɕʰil.,Hanja,名詞
1227,이십,isip,二十,Twenty,èr'shí,i.ɕʰip̚.,Hanja,數詞
1228,이십사,isipsa,二十四,twenty-four,èr'shísì,i.ɕʰip.s͈a.,Hanja,名詞
1229,이십오,isipo,二十五,twenty-five,èr'shíwǔ,i.ɕʰib.o.,Hanja,名詞
1230,이만,iman,二萬,Twenty thousand,èr'wàn,i.man.,Hanja,名詞
1231,이심,isim,二心,double minded,èr'xīn,i.ɕʰim.,Hanja,名詞
1232,이일삼,iilsam,二一三,two one three,èr'yīsān,i.il.s͈am.,Hanja,名詞
1233,이월,iwol,二月,February,èr'yuè,i.u̯ʌl.,Hanja,名詞
1234,이중,ijung,二重,"duplication,double",èr'zhòng,i.ʥuŋ.,Hanja,名詞
1235,악인,akin,惡人,evildoer,èrén,aɡ.in.,Hanja,名詞
1236,액수,aeksu,額數,"A sum, an amount",éshǔ,ɛk̚.s͈u.,Hanja,名詞
1237,아사,asa,餓死,Starve to death,èsǐ,a.sʰa.,Hanja,名詞
1238,악습,akseup,惡習,bad habits,èxí,ak̚.s͈ɯp̚.,Hanja,名詞
1239,악순환,aksunhwan,惡循環,vicious cycle,èxúnhuán,ak̚.s͈un.hu̯an.,Hanja,名詞
1240,악의,akui,惡意,malicious,èyì,aɡ.e.,Hanja,名詞
1241,악용,akyong,惡用,evil use,èyòng,aɡ.joŋ.,Hanja,名詞
1242,발암,balam,發癌,cancer,fāái,paɾ.am.,Hanja,名詞
1243,발표,balpyo,發表,Announcement,fābiǎo,pal.pʰjo.,Hanja,名詞
1244,법대,beopdae,法大,Law University,fǎdà,pʌp̚.t͈ɛ.,Hanja,名詞
1245,발달,baldal,發達,"Development, growth",fādá,pal.t͈al.,Hanja,名詞
1246,법적,beopjeok,法的,Legal,fǎde·,pʌp̚.ʨ͈ʌk̚.,Hanja,名詞
1247,발전,baljeon,發電,Development,fādiàn,pal.ʨ͈ʌn.,Hanja,名詞
1248,발단,baldan,發端,origin,fāduān,pal.t͈an.,Hanja,名詞
1249,발급,balgeup,發給,issued to,fāgěi,pal.k͈ɯp̚.,Hanja,名詞
1250,발광,balgwang,發光,glow,fāguāng,pal.k͈u̯aŋ.,Hanja,名詞
1251,발한,balhan,發汗,Sweat,fāhàn,paɾ.ɦan.,Hanja,名詞
1252,발휘,balhwi,發揮,play,fāhuī,paɾ.ɦɥi.,Hanja,名詞
1253,발화,balhwa,發火,get angry,fāhuǒ,paɾ.ɦu̯a.,Hanja,名詞
1254,발견,balgyeon,發見,Discovery,fājiàn,pal.k͈jʌn.,Hanja,名詞
1255,발견자,balgyeonja,發見者,discoverer,fājiànzhě,pal.k͈jʌn.ʥa.,Hanja,名詞
1256,벌금,beolgeum,罰金,A fine,fájīn,pʌl.k͈ɯm.,Hanja,名詞
1257,벌금형,beolgeumhyeong,罰金刑,fine penalty,fájīnxíng,pʌl.k͈ɯm.hjʌŋ.,Hanja,名詞
1258,발광,balgwang,發狂,crazy,fākuáng,pal.k͈u̯aŋ.,Hanja,名詞
1259,법랑,beoprang,琺瑯,Enamel,fàláng,pʌm.naŋ.,Hanja,名詞
1260,법률,beopryul,法律,"A law, statute",fǎlǜ,pʌm.njul.,Hanja,名詞
1261,발명,balmyeong,發明,invention,fāmíng,pal.mjʌŋ.,Hanja,名詞
1262,반박,banbak,反駁,Refute,fǎnbó,pam.bak̚.,Hanja,名詞
1263,반발,banbal,反撥,"Repulsion, a backlash",fǎnbō,pam.bal.,Hanja,名詞
1264,범포,beompo,帆布,canvas,fānbù,pʌm.pʰo.,Hanja,名詞
1265,범주,beomju,範疇,Category,fànchóu,pʌm.ʥu.,Hanja,名詞
1266,반추,banchu,反芻,Rumination,fǎnchú,pan.ʨʰu.,Hanja,名詞
1267,번지,beonji,番地,Area of land,fānde·,pʌn.ʥi.,Hanja,名詞
1268,반동,bandong,反動,reactionary,fǎndòng,pan.doŋ.,Hanja,名詞
1269,반동적,bandongjeok,反動的,reactionary,fǎndòngde·,pan.doŋ.ʥʌk̚.,Hanja,名詞
1270,반대,bandae,反對,Opposite and being opposed to (objecting to),fǎnduì,pan.dɛ.,Hanja,名詞
1271,반대편,bandaepyeon,反對便,The opposite side,fǎnduìbiàn,pan.dɛ.pʰjʌn.,Hanja,名詞
1272,반대자,bandaeja,反對者,Opponent,fǎnduìzhě,pan.dɛ.ʥa.,Hanja,名詞
1273,반복,banbok,反復,Repeat,fǎnfù,pam.bok̚.,Hanja,名詞
1274,반복,banbok,反覆,repeatedly,fǎnfù,pam.bok̚.,Hanja,名詞
1275,반감,bangam,反感,Disgusted,fǎngǎn,paŋ.ɡam.,Hanja,名詞
1276,방안,bangan,方案,"A plan, scheme",fāngàn,paŋ.an.,Hanja,名詞
1277,방편,bangpyeon,方便,Convenient,fāngbiàn,paŋ.pʰjʌn.,Hanja,名詞
1278,방파제,bangpaje,防波堤,Breakwater,fángbōtí,paŋ.pʰa.ʥe.,Hanja,名詞
1279,방책,bangchaek,方策,Fang Ce,fāngcè,paŋ.ʨʰɛk̚.,Hanja,名詞
1280,방정식,bangjeongsik,方程式,equation,fāngchéngshì,paŋ.ʥʌŋ.ɕʰik̚.,Hanja,名詞
1281,방출,bangchul,放出,release,fàngchū,paŋ.ʨʰul.,Hanja,名詞
1282,방추,bangchu,紡錘,spindle,fǎngchuí,paŋ.ʨʰu.,Hanja,名詞
1283,방탕,bangtang,放蕩,debauchery,fàngdàng,paŋ.tʰaŋ.,Hanja,名詞
1284,방첩,bangcheop,防諜,Anti-espionage,fángdié,paŋ.ʨʰʌp̚.,Hanja,名詞
1285,반혁명,banhyeokmyeong,反革命,counterrevolution,fǎngémìng,pan.hjʌŋ.mjʌŋ.,Hanja,名詞
1286,방법,bangbeop,方法,"Way, method",fāngfǎ,paŋ.bʌp̚.,Hanja,名詞
1287,방부,bangbu,防腐,Anticorrosion,fángfǔ,paŋ.bu.,Hanja,名詞
1288,방해,banghae,妨害,"An obstacle, hindrance",fánghài,paŋ.hɛ.,Hanja,名詞
1289,방화,banghwa,放火,set fire,fànghuǒ,paŋ.hu̯a.,Hanja,名詞
1290,방해석,banghaeseok,方解石,Calcite,fāngjiěshí,paŋ.hɛ.sʰʌk̚.,Hanja,名詞
1291,방금,banggeum,方今,Just now,fāngjīn,paŋ.ɡɯm.,Hanja,副詞
1292,방공,banggong,防空,air defense,fángkōng,paŋ.ɡoŋ.,Hanja,名詞
1293,방랑,bangrang,放浪,dissolute,fànglàng,paŋ.naŋ.,Hanja,名詞
1294,방문,bangmun,房門,A visit,fángmén,paŋ.mun.,Hanja,名詞
1295,방면,bangmyeon,放免,Direction,fàngmiǎn,paŋ.mjʌn.,Hanja,名詞
1296,방면,bangmyeon,方面,Direction,fāngmiàn,paŋ.mjʌn.,Hanja,名詞
1297,방목,bangmok,放牧,grazing,fàngmù,paŋ.mok̚.,Hanja,名詞
1298,방열,bangyeol,放熱,exothermic,fàngrè,paŋ.jʌl.,Hanja,名詞
1299,방사,bangsa,放射,radiation,fàngshè,paŋ.sa.,Hanja,名詞
1300,방식,bangsik,方式,"A form, method, process",fāngshì,paŋ.ɕʰik̚.,Hanja,名詞
1301,방송,bangsong,放送,Broadcast,fàngsòng,paŋ.soŋ.,Hanja,名詞
1302,방송국,bangsongguk,放送局,Broadcasting station,fàngsòngjú,paŋ.soŋ.ɡuk̚.,Hanja,名詞
1303,방송사,bangsongsa,放送社,Broadcasting company,fàngsòngshè,paŋ.soŋ.sa.,Hanja,名詞
1304,방위,bangwi,防衛,defense,fángwèi,paŋ.ɥi.,Hanja,名詞
1305,방위,bangwi,方位,Orientation,fāngwèi,paŋ.ɥi.,Hanja,名詞
1306,방문,bangmun,訪問,A visit,fǎngwèn,paŋ.mun.,Hanja,名詞
1307,방문자,bangmunja,訪問者,visitor,fǎngwènzhě,paŋ.mun.ʥa.,Hanja,名詞
1308,방향,banghyang,方向,Direction,fāngxiàng,paŋ.hjaŋ.,Hanja,名詞
1309,방향,banghyang,芳香,Direction,fāngxiāng,paŋ.hjaŋ.,Hanja,名詞
1310,방학,banghak,放學,School holidays,fàngxué,paŋ.hak̚.,Hanja,名詞
1311,방언,bangeon,方言,dialect,fāngyán,paŋ.ʌn.,Hanja,名詞
1312,방안지,banganji,方眼紙,square eye paper,fāngyǎnzhǐ,paŋ.an.ʥi.,Hanja,名詞
1313,방영,bangyeong,放映,screening,fàngyìng,paŋ.jʌŋ.,Hanja,名詞
1314,방어,bangeo,防禦,defense,fángyù,paŋ.ʌ.,Hanja,名詞
1315,방침,bangchim,方針,policy,fāngzhēn,paŋ.ʨʰim.,Hanja,名詞
1316,방지,bangji,防止,"Prevention, check",fángzhǐ,paŋ.ʥi.,Hanja,名詞
1317,방주,bangju,方舟,Ark,fāngzhōu,paŋ.ʥu.,Hanja,名詞
1318,반환,banhwan,返還,return,fǎnhái,pan.hu̯an.,Hanja,名詞
1319,번호,beonho,番號,A number,fānhào,pʌn.ho.,Hanja,名詞
1320,반항,banhang,反抗,resist,fǎnkàng,pan.haŋ.,Hanja,名詞
1321,번각,beongak,翻刻,re-engraved,fānkè,pʌŋ.ɡak̚.,Hanja,名詞
1322,범람,beomram,氾濫,Flood,fànlàn,pʌm.nam.,Hanja,名詞
1323,판로,panro,販路,Trafficking,fànlù,pʰal.lo.,Hanja,名詞
1324,반란,banran,反亂,rebellion,fǎnluàn,pal.lan.,Hanja,名詞
1325,반란자,banranja,反亂者,rebels,fǎnluànzhě,pal.lan.ʥa.,Hanja,名詞
1326,판매,panmae,販賣,"Sale, selling",fànmài,pʰam.mɛ.,Hanja,名詞
1327,반면,banmyeon,反面,One side,fǎnmiàn,pam.mjʌn.,Hanja,名詞
1328,반역,banyeok,反逆,Rebellion,fǎnnì,pan.jʌk̚.,Hanja,名詞
1329,반역자,banyeokja,反逆者,rebel,fǎnnìzhě,pan.jʌk̚.ʨ͈a.,Hanja,名詞
1330,범인,beomin,犯人,A criminal,fànrén,pʌm.in.,Hanja,名詞
1331,번영,beonyeong,繁榮,prosperity,fánróng,pʌn.jʌŋ.,Hanja,名詞
1332,반사,bansa,反射,reflection,fǎnshè,pan.sa.,Hanja,名詞
1333,범신론,beomsinron,汎神論,Pantheism,fànshénlùn,pʌm.ɕʰil.lon.,Hanja,名詞
1334,범위,beomwi,範圍,"Range, area",fànwéi,pʌm.ɥi.,Hanja,名詞
1335,반향,banhyang,反響,response,fǎnxiǎng,pan.hjaŋ.,Hanja,名詞
1336,반성,banseong,反省,Reflection,fǎnxǐng,pan.sʌŋ.,Hanja,名詞
1337,번역,beonyeok,翻譯,Translation,fānyì,pʌn.jʌk̚.,Hanja,名詞
1338,반응,baneung,反應,Reaction,fǎnyìng,pan.ɯŋ.,Hanja,名詞
1339,반영,banyeong,反映,reflect,fǎnyìng,pan.jʌŋ.,Hanja,名詞
1340,반의어,banuieo,反意語,anti-meaning,fǎnyìyǔ,pan.i.ʌ.,Hanja,名詞
1341,번역자,beonyeokja,翻譯者,translator,fānyìzhě,pʌn.jʌk̚.ʨ͈a.,Hanja,名詞
1342,반어,baneo,反語,irony,fǎnyǔ,pan.ʌ.,Hanja,名詞
1343,반증,banjeung,反證,Counterevidence,fǎnzhèng,pan.ʥɯŋ.,Hanja,名詞
1344,번식,beonsik,繁殖,reproduce,fánzhí,pʌn.ɕʰik̚.,Hanja,名詞
1345,반찬,banchan,飯饌,Sie dishes,fànzhuàn,pan.ʨʰan.,Hanja,名詞
1346,범주,beomju,帆走,sail away,fānzǒu,pʌm.ʥu.,Hanja,名詞
1347,범죄,beomjoe,犯罪,A crime,fànzuì,pʌm.ʥu̯e.,Hanja,名詞
1348,범죄율,beomjoeyul,犯罪率,crime rate,fànzuìlǜ,pʌm.ʥu̯e.jul.,Hanja,名詞
1349,범죄사건,beomjoesageon,犯罪事件,crime incident,fànzuìshìjiàn,pʌm.ʥu̯e.sʰa.ɡʌn.,Hanja,名詞
1350,범죄자,beomjoeja,犯罪者,perpetrator,fànzuìzhě,pʌm.ʥu̯e.ʥa.,Hanja,名詞
1351,반작용,banjakyong,反作用,reaction,fǎnzuòyòng,pan.ʥaɡ.joŋ.,Hanja,名詞
1352,발포,balpo,發砲,fire,fāpào,pal.pʰo.,Hanja,名詞
1353,발파,balpa,發破,break,fāpò,pal.pʰa.,Hanja,名詞
1354,발정,baljeong,發情,In heat,fāqíng,pal.ʨ͈ʌŋ.,Hanja,名詞
1355,법인,beopin,法人,legal person,fǎrén,pʌb.in.,Hanja,名詞
1356,발사,balsa,發射,launch,fāshè,pal.s͈a.,Hanja,名詞
1357,발생,balsaeng,發生,1) Birth 2) development,fāshēng,pal.s͈ɛŋ.,Hanja,名詞
1358,발성,balseong,發聲,speak out,fāshēng,pal.s͈ʌŋ.,Hanja,名詞
1359,발생학,balsaenghak,發生學,genesis,fāshēngxué,pal.s͈ɛŋ.hak̚.,Hanja,名詞
1360,발송,balsong,發送,send,fāsòng,pal.s͈oŋ.,Hanja,名詞
1361,법정,beopjeong,法廷,fating,fǎtíng,pʌp̚.ʨ͈ʌŋ.,Hanja,名詞
1362,발신,balsin,發信,Send a letter,fāxìn,pal.ɕʰin.,Hanja,名詞
1363,법학,beophak,法學,jurisprudence,fǎxué,pʌ.pʰak̚.,Hanja,名詞
1364,발언,baleon,發言,speak,fāyán,paɾ.ʌn.,Hanja,名詞
1365,법의,beopui,法衣,vestments,fǎyī,pʌb.e.,Hanja,名詞
1366,발음,baleum,發音,Pronunciation,fāyīn,paɾ.ɯm.,Hanja,名詞
1367,발육,balyuk,發育,development,fāyù,paɾ.juk̚.,Hanja,名詞
1368,법원,beopwon,法院,Court of justice,fǎyuàn,pʌb.u̯ʌn.,Hanja,名詞
1369,법칙,beopchik,法則,"A law, a rule",fǎzé,pʌp̚.ʨʰik̚.,Hanja,名詞
1370,발전,baljeon,發展,Development,fāzhǎn,pal.ʨ͈ʌn.,Hanja,名詞
1371,발진,baljin,發疹,Rash,fāzhěn,pal.ʨ͈in.,Hanja,名詞
1372,발진기,baljingi,發振器,Oscillator,fāzhènqì,pal.ʨ͈iŋ.ɡi.,Hanja,名詞
1373,벌족,beoljok,閥族,valve family,fázú,pʌl.ʨ͈ok̚.,Hanja,名詞
1374,발작,baljak,發作,attack,fāzuò,pal.ʨ͈ak̚.,Hanja,名詞
1375,발작적,baljakjeok,發作的,paroxysmal,fāzuòde·,pal.ʨ͈ak̚.ʨ͈ʌk̚.,Hanja,名詞
1376,비방,bibang,誹謗,defamation,fěibàng,pi.baŋ.,Hanja,名詞
1377,비상,bisang,非常,Emergency,fēicháng,pi.sʰaŋ.,Hanja,名詞
1378,비취,bichwi,翡翠,Jade,fěicuì,pi.ʨʰɥi.,Hanja,名詞
1379,비대,bidae,肥大,Fat,féidà,pi.dɛ.,Hanja,名詞
1380,비대칭,bidaeching,非對稱,asymmetric,fēiduìchèng,pi.dɛ.ʨʰiŋ.,Hanja,名詞
1381,비범,bibeom,非凡,Extraordinary,fēifán,pi.bʌm.,Hanja,名詞
1382,폐결핵,pyegyeolhaek,肺結核,Tuberculosis,fèijiéhé,pʰje.ɡjʌɾ.ɦɛk̚.,Hanja,名詞
1383,비료,biryo,肥料,Fertilizer,féiliào,pi.ɾjo.,Hanja,名詞
1384,비논리적,binonrijeok,非論理的,non-rational,fēilùnlǐde·,pi.nol.li.ʥʌk̚.,Hanja,名詞
1385,비만,biman,肥滿,"Fatness, corpulence",féimǎn,pi.man.,Hanja,名詞
1386,비난,binan,非難,"Criticism, reproach",fēinàn,pi.nan.,Hanja,名詞
1387,폐기,pyegi,廢棄,abandoned,fèiqì,pʰje.ɡi.,Hanja,名詞
1388,폐인,pyein,廢人,useless person,fèirén,pʰje.in.,Hanja,名詞
1389,비등,bideung,沸騰,boiling,fèiténg,pi.dɯŋ.,Hanja,名詞
1390,폐위,pyewi,廢位,Abolition,fèiwèi,pʰje.ɥi.,Hanja,名詞
1391,비옥,biok,肥沃,fertile,féiwò,pi.ok̚.,Hanja,名詞
1392,폐물,pyemul,廢物,waste,fèiwù,pʰje.mul.,Hanja,名詞
1393,비행,bihaeng,非行,"Flying, aviation",fēixíng,pi.ɦɛŋ.,Hanja,名詞
1394,비행,bihaeng,飛行,"Flying, aviation",fēixíng,pi.ɦɛŋ.,Hanja,名詞
1395,비행장,bihaengjang,飛行場,An airfield,fēixíngchǎng,pi.ɦɛŋ.ʥaŋ.,Hanja,名詞
1396,비행선,bihaengseon,飛行船,flying ship,fēixíngchuán,pi.ɦɛŋ.sʌn.,Hanja,名詞
1397,비행기,bihaenggi,飛行機,An airplane,fēixíngjī,pi.ɦɛŋ.ɡi.,Hanja,名詞
1398,폐렴,pyeryeom,肺炎,pneumonia,fèiyán,pʰje.ɾjʌm.,Hanja,名詞
