編號,韓文,羅馬拼音,中文,英文,Level (TOPIK等級),Part of Speech (詞性)
1219,싸움,ssaum,爭吵、打架、戰鬥,A fight,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1220,자꾸,jakku,總是、老是、頻繁,"Constantly, repeatedly",B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1221,차리다,charida,準備、擺設（飯菜）/ 振作,"Make ready,prepare",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1222,해외,haeoe,海外、國外,"Abroad, foreign countries",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1223,그리,geuri,那麼、那樣、並不那麼,So or to that extent,B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1224,문화재,munhwajae,文化資產、文物,Cultural assets,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1225,미소,miso,微笑,Smile,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1226,보통,botong,普通、尋常（名詞）,The normal,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1227,식당,sikdang,餐廳、食堂,Restaurant,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1228,의미하다,uimihada,意味著、表示,"To mean, signify",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1229,이래,irae,以來、此後,"Since, after that, hereafter",C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
1230,체육,cheyuk,體育,Physical education,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1231,구성되다,guseongdoeda,構成、組成（被動）,To be organized,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1232,독특하다,dokteukhada,獨特、獨具一格,"Unique, characteristic, distinctive, peculiar, specific",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
1233,사례,sarye,謝禮、感謝 / 事例,"thanks,gratitude",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1234,소개하다,sogaehada,介紹,"To introduce,present",A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1235,잘되다,jaldoeda,順利、成功、進展良好,To turn out well,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1236,추진하다,chujinhada,推進、推動,"To propel, drive forward",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1237,칠월,chirwol,七月,Month of July,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1238,틀,teul,框架、模具、模式,"A frame, framework; mold",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1239,평균,pyeonggyun,平均,Average,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1240,훈련,hunryeon,訓練,Training,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1241,흐름,heureum,流動、潮流、趨勢,"Flowing, a stream/current",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1242,십이월,sibiwol,十二月,December,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1243,쌓이다,ssaida,堆積、積累（被動）,Be piled/heaped up,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1244,이익,iik,利益、利潤,Profit,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1245,쥐다,jwida,握住、抓牢、掌握,"To hold,seize",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1246,컵,keop,杯子,Cup,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1247,게다가,gedaga,而且、再加上、況且,In addition,B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1248,끓이다,kkeulida,煮、燒開、熬,Boil or heat or make hot,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1249,논문,nonmun,論文,"Dissertations , an academic paper (these are 2 separate meanings)",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1250,멈추다,meomchuda,停止、停下,Stop,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1251,사용되다,sayongdoeda,被使用、被應用（被動）,"Be used, be employed",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1252,오랫동안,oraetdong-an,長期、長久以來,For a long time,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1253,위기,wigi,危機、緊急關頭,"A crisis,an emergency situation",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1254,정당,jeongdang,政黨,A political party,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1255,종이,jongi,紙、紙張,Paper,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1256,찾아가다,chajagada,前往拜訪、去找,To go to a place to meet somebody,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1257,폭력,pokryeok,暴力,"voilent,brute force",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1258,혹시,hoksi,或許、萬一、是不是,Sometimes,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1259,늘다,neulda,增加、增長、進步,"Increase, gain",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1260,양,yang,數量、份量,"quantity,volume",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1261,절차,jeolcha,程序、手續,"process,formalities; 수속",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1262,계시다,gyesida,在、居住（있다之敬語）,(honorofic) to stay or reside,A,補助用言 (Auxiliary / 補助用言 (Auxiliary / 보조용언)，如 ～버리다、～싶다。조용언)，如 ～버리다、～싶다。
1263,공기,gonggi,空氣,Air,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1264,닿다,data,觸及、到達、聯繫,"To reach, get to",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1265,속하다,sokhada,屬於、歸屬於,"Belong to, be affiliated with",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1266,올림픽,olrimpik,奧運會,Olympic,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1267,이외,ioe,以外、除外,"Except, apart from",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1268,재미,jaemi,樂趣、趣味、好玩,"amusement,enjoyment",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1269,제공하다,jegonghada,提供、供應,"offer,proffer",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1270,증가하다,jeunggahada,增加、增長,"increase,rise,grow",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1271,기대,gidae,期待、指望,Expectation,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1272,식물,singmul,植物 / 食物、糧食,"food,provisions",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1273,옛,yet,古老、往日、過去（冠形詞）,"Old, ancient",B,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
1274,외치다,oechida,喊叫、高呼,"To shout, scream",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1275,적어도,jeogeodo,至少、起碼,At the least,B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1276,편하다,pyeonhada,舒服、安心、自在,Untroubled from cares,B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
1277,평,pyeong,坪（面積單位，約3.3平方公尺）,"a Pyeong, a square area about 2 square meters",C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
1278,권리,gwonri,權利、權益,A right or a claim to,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1279,끝내다,kkeunnaeda,結束、完成,To end,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1280,대답,daedap,回答、答覆,An answer,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1281,시작,sijak,開始、起初,The beginning,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1282,어려움,eoryeoum,困難、難處,"difficulty, hardship",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1283,일주일,iljuil,一週、一個星期,One whole day,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1284,자원,jawon,資源,Resources,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1285,춤,chum,舞蹈、跳舞,Dance,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1286,넘기다,neomgida,翻過、轉交、度過,"Pass over, send across",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1287,물체,mulche,物體,A material body,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1288,분명히,bunmyeonghi,明顯地、分明、清楚,Obviously,B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1289,시위,siwi,示威、遊行,A demonstration,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1290,아무것,amugeot,任何事物、任何東西,Anything,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1291,온,on,全、整、全部（冠形詞）,"All, whole, entire",B,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
1292,젖다,jeotda,濕、濕透、浸潤,"To be wet, soaked",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1293,제외하다,jeoehada,排除、除外,To exclude,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1294,최대,choedae,最大、最高,"The greatest, the largest",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1295,평소,pyeongso,平時、平日,"Ordinary times, ordinarily",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1296,견해,gyeonhae,見解、看法,An opinion or view. Same as 의견,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1297,깨끗하다,kkaekkeuthada,乾淨、整潔,To be clean or pure,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
1298,농사,nongsa,農事、務農,Farming,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1299,안정,anjeong,穩定、安定,Stability,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1300,어둠,eodum,黑暗、暗處,Darkness,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1301,어둡다,eodupda,黑暗、昏暗、陰沉,"To be dark, dim, gloomy",B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
1302,어쨌든,eojjaetdeun,無論如何、反正,"In any case, anyhow",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1303,주택,jutaek,住宅、房屋,A house,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1304,고장,gojang,地方、地區、產地,A district or producing area,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1305,관련하다,gwanryeonhada,相關、關聯,To be related to or connected to,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1306,눈길,nungil,視線、眼神,Line of vision,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1307,물어보다,mureoboda,詢問、打聽,Ask,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1308,미안하다,mianhada,抱歉、對不起,To be sorry,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
1309,밀다,milda,推、推動、推擠,"push, shove",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1310,스트레스,seuteureseu,壓力,Stress,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1311,음,eum,嗯（表示沉吟、猶豫之聲）,"Sound you make to express doubt, worry",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。0
1312,인사,insa,人士、社會名流,"People, men of society",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1313,주어지다,jueojida,給予、賦予（被動）,"To offer, proffer (conditions)",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1314,고려하다,goryeohada,考慮、顧及,Regard or respect,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1315,과일,gwail,水果,A fruit,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1316,널리,neolri,廣泛地、廣為,Widely,C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1317,농촌,nongchon,農村、鄉村,A farm village,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1318,올라오다,olraoda,上來、上升、登陸,Come up,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1319,챙기다,chaenggida,收拾、準備、打理,"gather, collect, assemble your stuff — to amass (money, a collection)",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1320,고르다,goreuda,挑選、選擇 / 平整,Choose or select,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1321,바르다,bareuda,塗抹、塗刷、敷,"Spread, apply",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1322,벌어지다,beoreojida,發生、擴大、展開,"To get serious, enlarge",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1323,소재,sojae,素材、題材,"material, subject matter",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1324,전망,jeonmang,展望、前景、視野,"A view, prospect",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1325,포기하다,pogihada,放棄,"To give up, to abandon",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1326,형성되다,hyeongseongdoeda,形成、構成（被動）,"To be formed, made up",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1327,고치다,gochida,修理、修改、治療,"To fix, amend, change",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1328,그림자,geurimja,影子、黑影,A shadow or a silhouette or an image,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1329,눈,nun,雪、降雪,Snow,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
1330,다하다,dahada,竭盡、用盡、完畢,"Finish, go through, be exhausted, run out of",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1331,마침내,machimnae,終於、最後,"Finally, in the end",B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
1332,비교하다,bigyohada,比較,To compare,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
1333,시월,siwol,十月,October,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
